#(id,length,speed,channel,from,to,isDuplex)
(5000, 24, 12, 2, 1, 2, 1)
(5001, 24, 10, 1, 2, 3, 1)
(5002, 36, 10, 2, 3, 4, 1)
(5003, 30, 10, 1, 4, 5, 1)
(5004, 24, 15, 3, 5, 6, 1)
(5005, 36, 15, 1, 6, 7, 1)
(5006, 20, 15, 3, 7, 8, 1)
(5007, 20, 10, 4, 8, 9, 1)
(5008, 30, 10, 2, 9, 10, 1)
(5009, 36, 12, 1, 1, 11, 1)
(5010, 24, 10, 3, 2, 12, 1)
(5011, 24, 15, 1, 3, 13, 1)
(5012, 40, 15, 1, 4, 14, 1)
(5013, 24, 10, 1, 5, 15, 1)
(5014, 40, 10, 1, 6, 16, 1)
(5015, 24, 15, 3, 7, 17, 1)
(5016, 30, 15, 4, 8, 18, 1)
(5017, 30, 15, 1, 9, 19, 1)
(5018, 24, 10, 4, 10, 20, 1)
(5019, 30, 12, 4, 11, 12, 1)
(5020, 30, 15, 4, 12, 13, 1)
(5021, 36, 12, 3, 13, 14, 0)
(5022, 24, 12, 4, 14, 15, 1)
(5023, 40, 15, 2, 15, 16, 1)
(5024, 20, 15, 2, 16, 17, 1)
(5025, 20, 10, 4, 17, 18, 1)
(5026, 30, 10, 3, 18, 19, 1)
(5027, 30, 15, 4, 19, 20, 1)
(5028, 30, 15, 1, 11, 21, 1)
(5029, 30, 12, 4, 12, 22, 1)
(5030, 40, 15, 1, 14, 24, 1)
(5031, 36, 12, 3, 15, 25, 0)
(5032, 30, 15, 4, 16, 26, 1)
(5033, 40, 15, 2, 17, 27, 1)
(5034, 40, 10, 2, 18, 28, 1)
(5035, 40, 15, 3, 19, 29, 1)
(5036, 40, 12, 4, 20, 30, 1)
(5037, 30, 12, 3, 21, 22, 1)
(5038, 24, 15, 2, 23, 24, 1)
(5039, 30, 15, 4, 24, 25, 1)
(5040, 40, 10, 1, 25, 26, 1)
(5041, 30, 12, 1, 27, 28, 1)
(5042, 30, 10, 2, 29, 30, 1)
(5043, 24, 10, 3, 21, 31, 1)
(5044, 24, 10, 2, 22, 32, 0)
(5045, 20, 10, 3, 23, 33, 1)
(5046, 36, 10, 1, 24, 34, 1)
(5047, 20, 15, 1, 26, 36, 1)
(5048, 30, 15, 1, 28, 38, 1)
(5049, 20, 12, 1, 30, 40, 1)
(5050, 40, 12, 3, 31, 32, 1)
(5051, 24, 10, 2, 32, 33, 1)
(5052, 20, 15, 1, 33, 34, 0)
(5053, 30, 10, 4, 34, 35, 1)
(5054, 30, 15, 1, 35, 36, 1)
(5055, 24, 12, 4, 36, 37, 1)
(5056, 40, 15, 3, 37, 38, 1)
(5057, 36, 12, 3, 38, 39, 1)
(5058, 30, 12, 1, 39, 40, 1)
(5059, 36, 10, 2, 31, 41, 1)
(5060, 40, 15, 4, 32, 42, 1)
(5061, 36, 12, 3, 33, 43, 1)
